"viagem_id","faturamento","km_rodado","data_inicio","motorista_id","cliente_id"
"1322","623","78","2016-09-22","3","9"
"1323","3395","425","2016-09-23","3","11"
"1324","2389","299","2016-09-24","3","11"
"1325","1054","132","2016-09-25","3","21"
"1326","4274","535","2016-09-26","3","5"
"1327","3172","397","2016-09-27","3","24"
"1328","4218","528","2016-09-28","3","15"
"1329","1693","212","2016-09-29","3","6"
"1330","2109","264","2016-09-30","3","3"
"1331","1757","220","2016-10-01","3","1"
"1332","2924","366","2016-10-02","3","15"
"1333","3180","398","2016-10-03","3","1"
"1334","1470","184","2016-10-04","3","16"
"1335","3227","404","2016-10-05","3","4"
"1336","4050","507","2016-10-06","3","22"
"1337","3339","418","2016-10-07","3","13"
"1338","2213","277","2016-10-08","3","19"
"1339","799","100","2016-10-09","3","23"
"1340","2181","273","2016-10-10","3","24"
"1341","4346","544","2016-10-11","3","24"
"1342","3100","388","2016-10-12","3","24"
"1343","1398","175","2016-10-13","3","17"
"1344","3579","448","2016-10-14","3","7"
"1345","2916","365","2016-10-15","3","10"
"1346","487","61","2016-10-16","3","8"
"1347","2021","253","2016-10-17","3","4"
"1348","3915","490","2016-10-18","3","19"
"1349","4386","549","2016-10-19","3","11"
"1350","4474","560","2016-10-20","3","16"
"1351","2668","334","2016-10-21","3","12"
"1352","3164","396","2016-10-22","3","9"
"1353","4034","505","2016-10-23","3","20"
"1354","3987","499","2016-10-24","3","16"
"1355","838","105","2016-10-25","3","18"
"1356","1829","229","2016-10-26","3","5"
"1357","1733","217","2016-10-27","3","24"
"1358","3251","407","2016-10-28","3","2"
"1359","4402","551","2016-10-29","3","17"
"1360","4002","501","2016-10-30","3","5"
"1361","775","97","2016-10-31","3","2"
"1362","1598","200","2016-11-01","3","21"
"1363","4642","581","2016-11-02","3","6"
"1364","2588","324","2016-11-03","3","1"
"1365","3995","500","2016-11-04","3","9"
"1366","4738","593","2016-11-05","3","19"
"1367","1621","203","2016-11-06","3","17"
"1368","4314","540","2016-11-07","3","8"
"1369","3355","420","2016-11-08","3","16"
"1370","4218","528","2016-11-09","3","8"
"1371","647","81","2016-11-10","3","24"
"1372","4130","517","2016-11-11","3","16"
"1373","1989","249","2016-11-12","3","17"
"1374","527","66","2016-11-13","3","10"
"1375","1470","184","2016-11-14","3","9"
"1376","1558","195","2016-11-15","3","13"
"1377","3971","497","2016-11-16","3","6"
"1378","1709","214","2016-11-17","3","21"
"1379","4010","502","2016-11-18","3","1"
"1380","3859","483","2016-11-19","3","12"
"1381","902","113","2016-11-20","3","16"
"1382","3307","414","2016-11-21","3","7"
"1383","2532","317","2016-11-22","3","22"
"1384","2916","365","2016-11-23","3","6"
"1385","3667","459","2016-11-24","3","19"
"1386","1398","175","2016-11-25","3","6"
"1387","2253","282","2016-11-26","3","24"
"1388","2764","346","2016-11-27","3","6"
"1389","3180","398","2016-11-28","3","7"
"1390","3827","479","2016-11-29","3","19"
"1391","1781","223","2016-11-30","3","24"
"1392","4146","519","2016-12-01","3","6"
"1393","2412","302","2016-12-02","3","19"
"1394","3939","493","2016-12-03","3","3"
"1395","3315","415","2016-12-04","3","10"
"1396","4154","520","2016-12-05","3","4"
"1397","3995","500","2016-12-06","3","15"
"1398","4754","595","2016-12-07","3","24"
"1399","679","85","2016-12-08","3","16"
"1400","1845","231","2016-12-09","3","8"
"1401","3603","451","2016-12-10","3","11"
"1403","4058","508","2015-09-01","4","24"
"1404","663","83","2015-09-02","4","12"
"1405","4026","504","2015-09-03","4","5"
"1406","1637","205","2015-09-04","4","3"
"1407","3291","412","2015-09-05","4","19"
"1408","4194","525","2015-09-06","4","2"
"1409","727","91","2015-09-07","4","10"
"1410","4018","503","2015-09-08","4","23"
"1411","3619","453","2015-09-09","4","23"
"1412","2189","274","2015-09-10","4","6"
"1413","3076","385","2015-09-11","4","14"
"1414","4010","502","2015-09-12","4","7"
"1415","703","88","2015-09-13","4","18"
"1416","3707","464","2015-09-14","4","15"
"1417","4682","586","2015-09-15","4","9"
"1418","1270","159","2015-09-16","4","23"
"1419","3699","463","2015-09-17","4","12"
"1420","1134","142","2015-09-18","4","13"
"1421","799","100","2015-09-19","4","16"
"1422","1637","205","2015-09-20","4","1"
"1423","1022","128","2015-09-21","4","10"
"1424","2860","358","2015-09-22","4","19"
"1425","3315","415","2015-09-23","4","6"
"1426","1118","140","2015-09-24","4","24"
"1427","3148","394","2015-09-25","4","23"
"1428","846","106","2015-09-26","4","2"
"1429","950","119","2015-09-27","4","7"
"1430","3515","440","2015-09-28","4","6"
"1431","2277","285","2015-09-29","4","3"
"1432","3499","438","2015-09-30","4","12"
"1433","2373","297","2015-10-01","4","19"
"1434","2301","288","2015-10-02","4","22"
"1435","2245","281","2015-10-03","4","1"
"1436","2900","363","2015-10-04","4","21"
"1437","623","78","2015-10-05","4","10"
"1438","3643","456","2015-10-06","4","5"
"1439","990","124","2015-10-07","4","13"
"1440","4162","521","2015-10-08","4","21"
"1441","1805","226","2015-10-09","4","24"
"1442","1206","151","2015-10-10","4","5"
"1443","671","84","2015-10-11","4","10"
"1444","487","61","2015-10-12","4","23"
"1445","1989","249","2015-10-13","4","1"
"1446","3811","477","2015-10-14","4","5"
"1447","3747","469","2015-10-15","4","21"
"1448","3891","487","2015-10-16","4","4"
"1449","1853","232","2015-10-17","4","24"
"1450","2293","287","2015-10-18","4","3"
"1451","1358","170","2015-10-19","4","9"
"1452","3827","479","2015-10-20","4","6"
"1453","3939","493","2015-10-21","4","22"
"1454","4218","528","2015-10-22","4","16"
"1455","1302","163","2015-10-23","4","3"
"1456","3635","455","2015-10-24","4","20"
"1457","3603","451","2015-10-25","4","6"
"1458","4058","508","2015-10-26","4","12"
"1459","974","122","2015-10-27","4","10"
"1460","1534","192","2015-10-28","4","7"
"1461","3315","415","2015-10-29","4","1"
"1462","3523","441","2015-10-30","4","24"
"1463","3116","390","2015-10-31","4","4"
"1464","2293","287","2015-11-01","4","9"
"1465","3699","463","2015-11-02","4","19"
"1466","1054","132","2015-11-03","4","5"
"1467","3291","412","2015-11-04","4","24"
"1468","783","98","2015-11-05","4","23"
"1469","3403","426","2015-11-06","4","7"
"1470","4434","555","2015-11-07","4","13"
"1471","2085","261","2015-11-08","4","11"
"1472","4322","541","2015-11-09","4","5"
"1473","2724","341","2015-11-10","4","19"
"1474","4674","585","2015-11-11","4","8"
"1475","4746","594","2015-11-12","4","14"
"1476","4050","507","2015-11-13","4","15"
"1477","751","94","2015-11-14","4","6"
"1478","4618","578","2015-11-15","4","21"
"1479","1158","145","2015-11-16","4","15"
"1480","1917","240","2015-11-17","4","6"
"1481","4162","521","2015-11-18","4","3"
"1482","2676","335","2015-11-19","4","6"
"1483","3659","458","2015-11-20","4","13"
"1484","2341","293","2015-11-21","4","19"
"1485","3795","475","2015-11-22","4","3"
"1486","3419","428","2015-11-23","4","22"
"1487","2133","267","2015-11-24","4","21"
"1488","4202","526","2015-11-25","4","24"
"1489","4570","572","2015-11-26","4","14"
"1490","3963","496","2015-11-27","4","20"
"1491","3427","429","2015-11-28","4","16"
"1492","2844","356","2015-11-29","4","1"
"1493","1510","189","2015-11-30","4","19"
"1494","1797","225","2015-12-01","4","2"
"1495","2804","351","2015-12-02","4","21"
"1496","1270","159","2015-12-03","4","6"
"1497","2141","268","2015-12-04","4","11"
"1498","2804","351","2015-12-05","4","11"
"1499","3667","459","2015-12-06","4","1"
"1500","1310","164","2015-12-07","4","24"
"1501","2652","332","2015-12-08","4","16"
"1502","2373","297","2015-12-09","4","14"
"1503","2357","295","2015-12-10","4","23"
"1504","607","76","2015-12-11","4","17"
"1505","2540","318","2015-12-12","4","1"
"1506","2996","375","2015-12-13","4","16"
"1507","3971","497","2015-12-14","4","6"
"1508","4514","565","2015-12-15","4","7"
"1509","4610","577","2015-12-16","4","21"
"1510","4178","523","2015-12-17","4","15"
"1511","3603","451","2015-12-18","4","11"
"1512","2460","308","2015-12-19","4","24"
"1513","2484","311","2015-12-20","4","23"
"1514","2205","276","2015-12-21","4","9"
"1515","535","67","2015-12-22","4","24"
"1516","3635","455","2015-12-23","4","20"
"1517","2325","291","2015-12-24","4","3"
"1518","2916","365","2015-12-25","4","6"
"1519","2277","285","2015-12-26","4","24"
"1520","4658","583","2015-12-27","4","1"
"1521","1765","221","2015-12-28","4","17"
"1522","3180","398","2015-12-29","4","2"
"1523","3731","467","2015-12-30","4","11"
"1524","2700","338","2015-12-31","4","11"
"1525","3755","470","2016-01-01","4","6"
"1526","1398","175","2016-01-02","4","2"
"1527","3931","492","2016-01-03","4","12"
"1528","2660","333","2016-01-04","4","10"
"1529","3331","417","2016-01-05","4","24"
"1530","4298","538","2016-01-06","4","11"
"1531","3068","384","2016-01-07","4","15"
"1532","910","114","2016-01-08","4","12"
"1533","2764","346","2016-01-09","4","18"
"1534","3323","416","2016-01-10","4","17"
"1535","3076","385","2016-01-11","4","5"
"1536","4242","531","2016-01-12","4","23"
"1537","3108","389","2016-01-13","4","6"
"1538","2748","344","2016-01-14","4","23"
"1539","3939","493","2016-01-15","4","23"
"1540","1909","239","2016-01-16","4","7"
"1541","4250","532","2016-01-17","4","14"
"1542","1182","148","2016-01-18","4","14"
"1543","1390","174","2016-01-19","4","23"
"1544","791","99","2016-01-20","4","23"
"1545","3291","412","2016-01-21","4","24"
"1546","4250","532","2016-01-22","4","20"
"1547","3819","478","2016-01-23","4","24"
"1548","4162","521","2016-01-24","4","7"
"1549","3379","423","2016-01-25","4","13"
"1550","1294","162","2016-01-26","4","9"
"1551","3499","438","2016-01-27","4","9"
"1552","3036","380","2016-01-28","4","7"
"1553","4562","571","2016-01-29","4","16"
"1554","2229","279","2016-01-30","4","11"
"1555","990","124","2016-01-31","4","8"
"1556","2812","352","2016-02-01","4","4"
"1557","4306","539","2016-02-02","4","22"
"1558","3379","423","2016-02-03","4","13"
"1559","1797","225","2016-02-04","4","3"
"1560","4010","502","2016-02-05","4","10"
"1561","2444","306","2016-02-06","4","13"
"1562","1454","182","2016-02-07","4","9"
"1563","3307","414","2016-02-08","4","5"
"1564","3539","443","2016-02-09","4","8"
"1565","3571","447","2016-02-10","4","10"
"1566","2540","318","2016-02-11","4","9"
"1567","3819","478","2016-02-12","4","12"
"1568","2141","268","2016-02-13","4","24"
"1569","2788","349","2016-02-14","4","3"
"1570","2245","281","2016-02-15","4","16"
"1571","3771","472","2016-02-16","4","3"
"1572","1270","159","2016-02-17","4","9"
"1573","2820","353","2016-02-18","4","5"
"1574","3148","394","2016-02-19","4","8"
"1575","1829","229","2016-02-20","4","17"
"1576","3451","432","2016-02-21","4","14"
"1577","3683","461","2016-02-22","4","19"
"1578","1318","165","2016-02-23","4","5"
"1579","3267","409","2016-02-24","4","20"
"1580","2476","310","2016-02-25","4","9"
"1581","1446","181","2016-02-26","4","11"
"1582","511","64","2016-02-27","4","23"
"1583","2668","334","2016-02-28","4","15"
"1584","3875","485","2016-02-29","4","3"
"1585","1294","162","2016-03-01","4","22"
"1586","3188","399","2016-03-02","4","7"
"1587","3507","439","2016-03-03","4","18"
"1588","2604","326","2016-03-04","4","17"
"1589","1398","175","2016-03-05","4","10"
"1590","2524","316","2016-03-06","4","11"
"1591","3379","423","2016-03-07","4","2"
"1592","3619","453","2016-03-08","4","9"
"1593","1238","155","2016-03-09","4","24"
"1594","1909","239","2016-03-10","4","13"
"1595","2684","336","2016-03-11","4","1"
"1596","3211","402","2016-03-12","4","12"
"1597","4650","582","2016-03-13","4","20"
"1598","623","78","2016-03-14","4","18"
"1599","4682","586","2016-03-15","4","13"
"1600","1246","156","2016-03-16","4","15"
"1601","1733","217","2016-03-17","4","2"
"1602","3867","484","2016-03-18","4","23"
"1603","3523","441","2016-03-19","4","18"
"1604","727","91","2016-03-20","4","20"
"1605","2444","306","2016-03-21","4","8"
"1606","2173","272","2016-03-22","4","14"
"1607","663","83","2016-03-23","4","19"
"1608","3419","428","2016-03-24","4","14"
"1609","3467","434","2016-03-25","4","22"
"1610","511","64","2016-03-26","4","19"
"1611","1062","133","2016-03-27","4","19"
"1612","2932","367","2016-03-28","4","14"
"1613","3116","390","2016-03-29","4","22"
"1614","4530","567","2016-03-30","4","13"
"1615","3843","481","2016-03-31","4","5"
"1616","2540","318","2016-04-01","4","15"
"1617","1526","191","2016-04-02","4","17"
"1618","4426","554","2016-04-03","4","14"
"1619","1526","191","2016-04-04","4","9"
"1620","1062","133","2016-04-05","4","13"
"1621","2381","298","2016-04-06","4","15"
"1622","3132","392","2016-04-07","4","21"
"1623","2045","256","2016-04-08","4","19"
"1624","3723","466","2016-04-09","4","24"
"1625","655","82","2016-04-10","4","9"
"1626","4410","552","2016-04-11","4","14"
"1627","3028","379","2016-04-12","4","23"
"1628","2660","333","2016-04-13","4","1"
"1629","4474","560","2016-04-14","4","21"
"1630","1214","152","2016-04-15","4","5"
"1631","3235","405","2016-04-16","4","8"
"1632","591","74","2016-04-17","4","24"
"1633","3891","487","2016-04-18","4","8"
"1634","1102","138","2016-04-19","4","9"
"1635","3515","440","2016-04-20","4","8"
"1636","2221","278","2016-04-21","4","16"
"1637","3291","412","2016-04-22","4","7"
"1638","2708","339","2016-04-23","4","12"
"1639","1190","149","2016-04-24","4","17"
"1640","2780","348","2016-04-25","4","13"
"1641","3995","500","2016-04-26","4","20"
"1642","926","116","2016-04-27","4","8"
"1643","495","62","2016-04-28","4","7"
"1644","4138","518","2016-04-29","4","4"
"1645","958","120","2016-04-30","4","9"
"1646","591","74","2016-05-01","4","4"
"1647","3955","495","2016-05-02","4","19"
"1648","2780","348","2016-05-03","4","8"
"1649","1046","131","2016-05-04","4","19"
"1650","4506","564","2016-05-05","4","24"
"1651","2349","294","2016-05-06","4","10"
"1652","1182","148","2016-05-07","4","13"
"1653","4002","501","2016-05-08","4","5"
"1654","1070","134","2016-05-09","4","24"
"1655","3227","404","2016-05-10","4","23"
"1656","4562","571","2016-05-11","4","21"
"1657","1853","232","2016-05-12","4","9"
"1658","934","117","2016-05-13","4","17"
"1659","2077","260","2016-05-14","4","22"
"1660","1741","218","2016-05-15","4","4"
"1661","846","106","2016-05-16","4","9"
"1662","4474","560","2016-05-17","4","16"
"1663","575","72","2016-05-18","4","1"
"1664","3691","462","2016-05-19","4","9"
"1665","1669","209","2016-05-20","4","7"
"1666","4786","599","2016-05-21","4","2"
"1667","3243","406","2016-05-22","4","19"
"1668","3267","409","2016-05-23","4","2"
"1669","1382","173","2016-05-24","4","12"
"1670","3539","443","2016-05-25","4","2"
"1671","1478","185","2016-05-26","4","5"
"1672","2588","324","2016-05-27","4","18"
"1673","1765","221","2016-05-28","4","18"
"1674","2500","313","2016-05-29","4","5"
"1675","4634","580","2016-05-30","4","7"
"1676","4746","594","2016-05-31","4","10"
"1677","1398","175","2016-06-01","4","11"
"1678","2900","363","2016-06-02","4","5"
"1679","3891","487","2016-06-03","4","17"
"1680","998","125","2016-06-04","4","10"
"1681","4650","582","2016-06-05","4","24"
"1682","2373","297","2016-06-06","4","15"
"1683","2564","321","2016-06-07","4","14"
"1684","3227","404","2016-06-08","4","20"
"1685","4762","596","2016-06-09","4","2"
"1686","2452","307","2016-06-10","4","5"
"1687","2996","375","2016-06-11","4","23"
"1688","2652","332","2016-06-12","4","22"
"1689","4506","564","2016-06-13","4","21"
"1690","3100","388","2016-06-14","4","15"
"1691","1765","221","2016-06-15","4","5"
"1692","543","68","2016-06-16","4","22"
"1693","4354","545","2016-06-17","4","12"
"1694","3771","472","2016-06-18","4","18"
"1695","3731","467","2016-06-19","4","17"
"1696","4682","586","2016-06-20","4","7"
"1697","4042","506","2016-06-21","4","14"
"1698","1813","227","2016-06-22","4","19"
"1699","830","104","2016-06-23","4","5"
"1700","2580","323","2016-06-24","4","8"
"1701","4482","561","2016-06-25","4","9"
"1702","4122","516","2016-06-26","4","12"
"1703","1198","150","2016-06-27","4","16"
"1704","3867","484","2016-06-28","4","19"
"1705","3675","460","2016-06-29","4","18"
"1706","4242","531","2016-06-30","4","23"
"1707","2988","374","2016-07-01","4","21"
"1708","1190","149","2016-07-02","4","15"
"1709","3739","468","2016-07-03","4","7"
"1710","1965","246","2016-07-04","4","19"
"1711","591","74","2016-07-05","4","4"
"1712","4754","595","2016-07-06","4","22"
"1713","3931","492","2016-07-07","4","13"
"1714","2756","345","2016-07-08","4","1"
"1715","830","104","2016-07-09","4","6"
"1716","4314","540","2016-07-10","4","1"
"1717","3172","397","2016-07-11","4","10"
"1718","4338","543","2016-07-12","4","15"
"1719","2628","329","2016-07-13","4","23"
"1720","4450","557","2016-07-14","4","21"
"1721","4746","594","2016-07-15","4","2"
"1722","4482","561","2016-07-16","4","2"
"1723","3603","451","2016-07-17","4","13"
"1724","2397","300","2016-07-18","4","9"
"1725","2804","351","2016-07-19","4","20"
"1726","2492","312","2016-07-20","4","8"
"1727","2588","324","2016-07-21","4","14"
"1728","910","114","2016-07-22","4","9"
"1729","4138","518","2016-07-23","4","21"
"1730","2205","276","2016-07-24","4","11"
"1731","4290","537","2016-07-25","4","5"
"1732","3036","380","2016-07-26","4","23"
"1733","4650","582","2016-07-27","4","1"
"1734","2500","313","2016-07-28","4","10"
"1735","3907","489","2016-07-29","4","2"
"1736","4714","590","2016-07-30","4","2"
"1737","567","71","2016-07-31","4","11"
"1738","3795","475","2016-08-01","4","10"
"1739","2053","257","2016-08-02","4","11"
"1740","3443","431","2016-08-03","4","5"
"1741","2604","326","2016-08-04","4","11"
"1742","3411","427","2016-08-05","4","13"
"1743","1134","142","2016-08-06","4","10"
"1744","2365","296","2016-08-07","4","22"
"1745","2444","306","2016-08-08","4","15"
"1746","2093","262","2016-08-09","4","5"
"1747","4194","525","2016-08-10","4","20"
"1748","1933","242","2016-08-11","4","21"
"1749","4178","523","2016-08-12","4","1"
"1750","854","107","2016-08-13","4","2"
"1751","1989","249","2016-08-14","4","23"
"1752","4178","523","2016-08-15","4","11"
"1753","1382","173","2016-08-16","4","3"
"1754","1214","152","2016-08-17","4","17"
"1755","3267","409","2016-08-18","4","2"
"1756","1669","209","2016-08-19","4","24"
"1757","1158","145","2016-08-20","4","19"
"1758","4138","518","2016-08-21","4","14"
"1759","862","108","2016-08-22","4","22"
"1760","4290","537","2016-08-23","4","24"
"1761","862","108","2016-08-24","4","19"
"1762","2381","298","2016-08-25","4","3"
"1763","4442","556","2016-08-26","4","11"
"1764","1358","170","2016-08-27","4","11"
"1765","3076","385","2016-08-28","4","12"
"1766","4506","564","2016-08-29","4","5"
"1767","806","101","2016-08-30","4","11"
"1768","2221","278","2016-08-31","4","8"
"1769","4562","571","2016-09-01","4","15"
"1770","4434","555","2016-09-02","4","13"
"1771","4546","569","2016-09-03","4","18"
"1772","2572","322","2016-09-04","4","22"
"1773","4234","530","2016-09-05","4","23"
"1774","4098","513","2016-09-06","4","13"
"1775","2692","337","2016-09-07","4","18"
"1776","2245","281","2016-09-08","4","18"
"1777","1797","225","2016-09-09","4","21"
"1778","1406","176","2016-09-10","4","16"
"1779","1502","188","2016-09-11","4","16"
"1780","2181","273","2016-09-12","4","17"
"1781","4106","514","2016-09-13","4","5"
"1782","4170","522","2016-09-14","4","11"
"1783","2764","346","2016-09-15","4","3"
"1784","2908","364","2016-09-16","4","9"
"1785","3108","389","2016-09-17","4","20"
"1786","2580","323","2016-09-18","4","16"
"1787","3579","448","2016-09-19","4","10"
"1788","639","80","2016-09-20","4","23"
"1789","3739","468","2016-09-21","4","18"
"1790","743","93","2016-09-22","4","4"
"1791","2125","266","2016-09-23","4","7"
"1792","3923","491","2016-09-24","4","11"
"1793","2676","335","2016-09-25","4","9"
"1794","687","86","2016-09-26","4","14"
"1795","1749","219","2016-09-27","4","8"
"1796","2484","311","2016-09-28","4","20"
"1797","3563","446","2016-09-29","4","21"
"1798","543","68","2016-09-30","4","22"
"1799","910","114","2016-10-01","4","5"
"1800","1406","176","2016-10-02","4","16"
"1801","711","89","2016-10-03","4","12"
"1802","2820","353","2016-10-04","4","19"
"1803","1917","240","2016-10-05","4","18"
"1804","4746","594","2016-10-06","4","16"
"1805","2652","332","2016-10-07","4","23"
"1806","2948","369","2016-10-08","4","9"
"1807","1134","142","2016-10-09","4","6"
"1808","495","62","2016-10-10","4","7"
"1809","2964","371","2016-10-11","4","13"
"1810","4642","581","2016-10-12","4","8"
"1811","3331","417","2016-10-13","4","13"
"1812","1741","218","2016-10-14","4","4"
"1813","2109","264","2016-10-15","4","2"
"1814","623","78","2016-10-16","4","8"
"1815","1645","206","2016-10-17","4","9"
"1816","4474","560","2016-10-18","4","21"
"1817","4082","511","2016-10-19","4","17"
"1818","2740","343","2016-10-20","4","1"
"1819","4338","543","2016-10-21","4","23"
"1820","4594","575","2016-10-22","4","2"
"1821","3907","489","2016-10-23","4","19"
"1822","4082","511","2016-10-24","4","23"
"1823","3779","473","2016-10-25","4","16"
"1824","4138","518","2016-10-26","4","17"
"1825","1949","244","2016-10-27","4","20"
"1826","4594","575","2016-10-28","4","18"
"1827","4762","596","2016-10-29","4","17"
"1828","1605","201","2016-10-30","4","24"
"1829","926","116","2016-10-31","4","16"
"1830","4122","516","2016-11-01","4","7"
"1831","886","111","2016-11-02","4","8"
"1832","2397","300","2016-11-03","4","2"
"1833","4578","573","2016-11-04","4","9"
"1834","4154","520","2016-11-05","4","24"
"1835","4066","509","2016-11-06","4","24"
"1836","2029","254","2016-11-07","4","8"
"1837","3028","379","2016-11-08","4","15"
"1838","655","82","2016-11-09","4","12"
"1839","3787","474","2016-11-10","4","4"
"1840","4338","543","2016-11-11","4","20"
"1841","2381","298","2016-11-12","4","15"
"1842","2612","327","2016-11-13","4","20"
"1843","3635","455","2016-11-14","4","5"
"1844","4474","560","2016-11-15","4","12"
"1845","1558","195","2016-11-16","4","17"
"1846","2444","306","2016-11-17","4","14"
"1847","2133","267","2016-11-18","4","11"
"1848","783","98","2016-11-19","4","4"
"1849","2205","276","2016-11-20","4","10"
"1850","1813","227","2016-11-21","4","23"
"1851","2261","283","2016-11-22","4","19"
"1852","751","94","2016-11-23","4","15"
"1853","3507","439","2016-11-24","4","21"
"1854","1526","191","2016-11-25","4","11"
"1855","1757","220","2016-11-26","4","1"
"1856","3028","379","2016-11-27","4","20"
"1857","3579","448","2016-11-28","4","20"
"1858","4306","539","2016-11-29","4","6"
"1859","2884","361","2016-11-30","4","17"
"1860","2668","334","2016-12-01","4","9"
"1861","2253","282","2016-12-02","4","9"
"1862","2564","321","2016-12-03","4","12"
"1863","3188","399","2016-12-04","4","19"
"1864","2381","298","2016-12-05","4","7"
"1865","679","85","2016-12-06","4","16"
"1866","1126","141","2016-12-07","4","7"
"1867","2293","287","2016-12-08","4","14"
"1868","3299","413","2016-12-09","4","9"
"1869","2101","263","2016-12-10","4","10"
"1871","4722","591","2015-09-01","5","23"
"1872","1454","182","2015-09-02","5","12"
"1873","2213","277","2015-09-03","5","11"
"1874","2820","353","2015-09-04","5","11"
"1875","4058","508","2015-09-05","5","23"
"1876","1070","134","2015-09-06","5","7"
"1877","1853","232","2015-09-07","5","1"
"1878","4418","553","2015-09-08","5","3"
"1879","4778","598","2015-09-09","5","6"
"1880","2996","375","2015-09-10","5","16"
"1881","655","82","2015-09-11","5","14"
"1882","4290","537","2015-09-12","5","10"
"1883","3299","413","2015-09-13","5","10"
"1884","4562","571","2015-09-14","5","18"
"1885","3915","490","2015-09-15","5","21"
"1886","942","118","2015-09-16","5","17"
"1887","3683","461","2015-09-17","5","11"
"1888","2860","358","2015-09-18","5","7"
"1889","3475","435","2015-09-19","5","24"
"1890","4546","569","2015-09-20","5","3"
"1891","3188","399","2015-09-21","5","14"
"1892","2085","261","2015-09-22","5","19"
"1893","1206","151","2015-09-23","5","22"
"1894","2844","356","2015-09-24","5","5"
"1895","4410","552","2015-09-25","5","12"
"1896","1989","249","2015-09-26","5","23"
"1897","4546","569","2015-09-27","5","15"
"1898","2564","321","2015-09-28","5","7"
"1899","2476","310","2015-09-29","5","12"
"1900","894","112","2015-09-30","5","21"
"1901","4106","514","2015-10-01","5","10"
"1902","2061","258","2015-10-02","5","20"
"1903","1653","207","2015-10-03","5","20"
"1904","886","111","2015-10-04","5","11"
"1905","4130","517","2015-10-05","5","15"
"1906","4690","587","2015-10-06","5","6"
"1907","687","86","2015-10-07","5","21"
"1908","1094","137","2015-10-08","5","16"
"1909","3363","421","2015-10-09","5","18"
"1910","4610","577","2015-10-10","5","10"
"1911","2181","273","2015-10-11","5","13"
"1912","4586","574","2015-10-12","5","20"
"1913","2157","270","2015-10-13","5","24"
"1914","2956","370","2015-10-14","5","20"
"1915","4770","597","2015-10-15","5","9"
"1916","3603","451","2015-10-16","5","5"
"1917","3891","487","2015-10-17","5","17"
"1918","1781","223","2015-10-18","5","17"
"1919","3619","453","2015-10-19","5","3"
"1920","4506","564","2015-10-20","5","22"
"1921","2141","268","2015-10-21","5","16"
"1922","3004","376","2015-10-22","5","3"
"1923","2508","314","2015-10-23","5","7"
"1924","2133","267","2015-10-24","5","5"
"1925","870","109","2015-10-25","5","6"
"1926","1190","149","2015-10-26","5","9"
"1927","3995","500","2015-10-27","5","18"
"1928","4442","556","2015-10-28","5","20"
"1929","2365","296","2015-10-29","5","22"
"1930","2764","346","2015-10-30","5","1"
"1931","846","106","2015-10-31","5","23"
"1932","910","114","2015-11-01","5","23"
"1933","4618","578","2015-11-02","5","8"
"1934","4506","564","2015-11-03","5","11"
"1935","2309","289","2015-11-04","5","14"
"1936","4130","517","2015-11-05","5","9"
"1937","4698","588","2015-11-06","5","17"
"1938","4546","569","2015-11-07","5","1"
"1939","4058","508","2015-11-08","5","17"
"1940","3323","416","2015-11-09","5","21"
"1941","4754","595","2015-11-10","5","2"
"1942","1238","155","2015-11-11","5","23"
"1943","1182","148","2015-11-12","5","4"
"1944","4282","536","2015-11-13","5","10"
"1945","3076","385","2015-11-14","5","12"
"1946","3843","481","2015-11-15","5","20"
"1947","2404","301","2015-11-16","5","10"
"1948","2109","264","2015-11-17","5","8"
"1949","4762","596","2015-11-18","5","5"
"1950","1965","246","2015-11-19","5","10"
"1951","3483","436","2015-11-20","5","19"
"1952","2229","279","2015-11-21","5","22"
"1953","567","71","2015-11-22","5","11"
"1954","3275","410","2015-11-23","5","21"
"1955","2069","259","2015-11-24","5","13"
"1956","2620","328","2015-11-25","5","3"
"1957","4010","502","2015-11-26","5","8"
"1958","3291","412","2015-11-27","5","14"
"1959","4642","581","2015-11-28","5","17"
"1960","3667","459","2015-11-29","5","18"
"1961","607","76","2015-11-30","5","18"
"1962","1342","168","2015-12-01","5","9"
"1963","3235","405","2015-12-02","5","8"
"1964","3691","462","2015-12-03","5","16"
"1965","1318","165","2015-12-04","5","14"
"1966","2908","364","2015-12-05","5","14"
"1967","1374","172","2015-12-06","5","3"
"1968","2013","252","2015-12-07","5","15"
"1969","2612","327","2015-12-08","5","23"
"1970","3539","443","2015-12-09","5","13"
"1971","2564","321","2015-12-10","5","7"
"1972","1965","246","2015-12-11","5","17"
"1973","3092","387","2015-12-12","5","20"
"1974","2724","341","2015-12-13","5","16"
"1975","3883","486","2015-12-14","5","5"
"1976","2772","347","2015-12-15","5","13"
"1977","4626","579","2015-12-16","5","22"
"1978","3036","380","2015-12-17","5","13"
"1979","3739","468","2015-12-18","5","4"
"1980","854","107","2015-12-19","5","11"
"1981","1166","146","2015-12-20","5","1"
"1982","4106","514","2015-12-21","5","3"
"1983","3491","437","2015-12-22","5","4"
"1984","2708","339","2015-12-23","5","7"
"1985","583","73","2015-12-24","5","21"
"1986","926","116","2015-12-25","5","9"
"1987","2716","340","2015-12-26","5","19"
"1988","4642","581","2015-12-27","5","8"
"1989","1853","232","2015-12-28","5","10"
"1990","1238","155","2015-12-29","5","24"
"1991","1877","235","2015-12-30","5","4"
